stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"26181","Glenroy Rail Replacement Bus Stop","-37.70435755","144.91577356","","vic:rail:GRY","1","Level 0","Replacement bus"
"26182","Gowrie Rail Replacement Bus Stop","-37.70052766","144.96008071","","vic:rail:GOW","1","Level 0","Replacement bus"
"26183","Greensborough Rail Replacement Bus Stop","-37.70335551","145.10689015","","vic:rail:GRN","1","Level 0","Replacement bus"
"26186","Hartwell Rail Replacement Bus Stop","-37.84472266","145.07660865","","vic:rail:HWL","1","Level 0","Replacement bus"
"26188","Hawksburn Rail Replacement Bus Stop","-37.84529304","145.00369138","","vic:rail:HKN","1","Level 0","Replacement bus"
"26189","Hawkstowe Rail Replacement Bus Stop","-37.62340108","145.09689860","","vic:rail:HWS","1","Level 0","Replacement bus"
"26190","Hawthorn Rail Replacement Bus Stop","-37.82128220","145.02378794","","vic:rail:HAW","1","Level 0","Replacement bus"
"26191","Heatherdale Rail Replacement Bus Stop","-37.81710706","145.21134213","","vic:rail:HTD","1","Level 0","Replacement bus"
"26192","Heathmont Rail Replacement Bus Stop","-37.82903621","145.24408397","","vic:rail:HMT","1","Level 0","Replacement bus"
"26193","Heidelberg Rail Replacement Bus Stop","-37.75723032","145.06148733","","vic:rail:HDB","1","Level 0","Replacement bus"
"26194","Heyington Rail Replacement Bus Stop","-37.83479035","145.02214352","","vic:rail:HEY","1","Level 0","Replacement bus"
"26195","Highett Rail Replacement Bus Stop","-37.94867050","145.04092071","","vic:rail:HIG","1","Level 0","Replacement bus"
"26197","Hoppers Crossing Rail Replacement Bus Stop","-37.88314544","144.70072024","","vic:rail:HCG","1","Level 0","Replacement bus"
"26198","Hughesdale Rail Replacement Bus Stop","-37.89441529","145.07669196","","vic:rail:HUG","1","Level 0","Replacement bus"
"26199","Huntingdale Rail Replacement Bus Stop","-37.91106123","145.10340965","","vic:rail:HUN","1","Level 0","Replacement bus"
"26200","Hurstbridge Rail Replacement Bus Stop","-37.63952777","145.19224041","","vic:rail:HBE","1","Level 0","Replacement bus"
"26201","Ivanhoe Rail Replacement Bus Stop","-37.76897684","145.04482139","","vic:rail:IVA","1","Level 0","Replacement bus"
"26203","Jewell Rail Replacement Bus Stop","-37.77457458","144.96091946","","vic:rail:JWL","1","Level 0","Replacement bus"
"26204","Jolimont-MCG Rail Replacement Bus Stop","-37.81625044","144.98320844","","vic:rail:JLI","1","Level 0","Replacement bus"
"26206","Kananook Rail Replacement Bus Stop","-38.12123451","145.13511433","","vic:rail:KAN","1","Level 0","Replacement bus"
"26209","Keon Park Rail Replacement Bus Stop","-37.69358775","145.01172527","","vic:rail:KPK","1","Level 0","Replacement bus"
"26211","Laburnum Rail Replacement Bus Stop","-37.81957175","145.13950609","","vic:rail:LAB","1","Level 0","Replacement bus"
"26212","Lalor Rail Replacement Bus Stop","-37.66515237","145.01692833","","vic:rail:LAL","1","Level 0","Replacement bus"
"26213","Laverton Rail Replacement Bus Stop","-37.86436303","144.77177811","","vic:rail:LAV","1","Level 0","Replacement bus"
"26215","Lilydale Rail Replacement Bus Stop","-37.75710946","145.34617646","","vic:rail:LIL","1","Level 0","Replacement bus"
"26217","Macaulay Rail Replacement Bus Stop","-37.79509296","144.93651809","","vic:rail:MAC","1","Level 0","Replacement bus"
"26218","Macleod Rail Replacement Bus Stop","-37.72611771","145.06952635","","vic:rail:MCD","1","Level 0","Replacement bus"
"26219","Malvern Rail Replacement Bus Stop","-37.86677530","145.02817737","","vic:rail:MAL","1","Level 0","Replacement bus"
"26220","McKinnon Rail Replacement Bus Stop","-37.91105525","145.03873413","","vic:rail:MCK","1","Level 0","Replacement bus"
"26221","Melbourne Central Rail Replacement Bus Stop","-37.81027748","144.96185726","","vic:rail:MCE","1","Level 0","Replacement bus"
"26222","Mentone Rail Replacement Bus Stop","-37.98158187","145.06436498","","vic:rail:MEN","1","Level 0","Replacement bus"
"26224","Merlynston Rail Replacement Bus Stop","-37.72201662","144.96347351","","vic:rail:MYN","1","Level 0","Replacement bus"
"26225","Mernda Rail Replacement Bus Stop","-37.60274590","145.10142367","","vic:rail:MDD","1","Level 0","Replacement bus"
"26226","Merri Rail Replacement Bus Stop","-37.77755912","144.99249204","","vic:rail:MER","1","Level 0","Replacement bus"
"26228","Middle Footscray Rail Replacement Bus Stop","-37.80295999","144.89123198","","vic:rail:MFY","1","Level 0","Replacement bus"
"26229","Middle Gorge Rail Replacement Bus Stop","-37.64393552","145.09272521","","vic:rail:MMR","1","Level 0","Replacement bus"
"26230","Mitcham Rail Replacement Bus Stop","-37.81636998","145.19434235","","vic:rail:MCH","1","Level 0","Replacement bus"
"26231","Montmorency Rail Replacement Bus Stop","-37.71569587","145.12170985","","vic:rail:MMY","1","Level 0","Replacement bus"
"26232","Moonee Ponds Rail Replacement Bus Stop","-37.76553993","144.91941511","","vic:rail:MPD","1","Level 0","Replacement bus"
"26233","Moorabbin Rail Replacement Bus Stop","-37.93526534","145.03685056","","vic:rail:MRN","1","Level 0","Replacement bus"
"26234","Mooroolbark Rail Replacement Bus Stop","-37.78498349","145.31305568","","vic:rail:MLK","1","Level 0","Replacement bus"
"26235","Mordialloc Rail Replacement Bus Stop","-38.00583382","145.08758771","","vic:rail:MOR","1","Level 0","Replacement bus"
"26236","Moreland Rail Replacement Bus Stop","-37.75528404","144.96426414","","vic:rail:MLD","1","Level 0","Replacement bus"
"26238","Mount Waverley Rail Replacement Bus Stop","-37.87617271","145.12907844","","vic:rail:MWY","1","Level 0","Replacement bus"
"26239","Murrumbeena Rail Replacement Bus Stop","-37.88962316","145.06692369","","vic:rail:MRB","1","Level 0","Replacement bus"
"26240","Narre Warren Rail Replacement Bus Stop","-38.02694229","145.30321467","","vic:rail:NWA","1","Level 0","Replacement bus"
"26241","Newmarket Rail Replacement Bus Stop","-37.78789698","144.92804279","","vic:rail:NKT","1","Level 0","Replacement bus"
"26242","Newport Rail Replacement Bus Stop","-37.84249141","144.88254956","","vic:rail:NPT","1","Level 0","Replacement bus"
"26243","Noble Park Rail Replacement Bus Stop","-37.96632864","145.17621817","","vic:rail:NPK","1","Level 0","Replacement bus"
"26244","North Brighton Rail Replacement Bus Stop","-37.90566977","145.00145789","","vic:rail:NBN","1","Level 0","Replacement bus"
"26245","North Melbourne Rail Replacement Bus Stop","-37.80678123","144.94270106","","vic:rail:NME","1","Level 0","Replacement bus"
"26246","North Richmond Rail Replacement Bus Stop","-37.81041561","144.99139798","","vic:rail:NRM","1","Level 0","Replacement bus"
"26248","Northcote Rail Replacement Bus Stop","-37.76902450","144.99617407","","vic:rail:NCE","1","Level 0","Replacement bus"
"26249","Nunawading Rail Replacement Bus Stop","-37.82036589","145.17586323","","vic:rail:NWG","1","Level 0","Replacement bus"
"26251","Oakleigh Rail Replacement Bus Stop","-37.90046403","145.08786195","","vic:rail:OAK","1","Level 0","Replacement bus"
"26253","Ormond Rail Replacement Bus Stop","-37.90402729","145.03988748","","vic:rail:OMD","1","Level 0","Replacement bus"
"26255","Parkdale Rail Replacement Bus Stop","-37.99318442","145.07672262","","vic:rail:PKD","1","Level 0","Replacement bus"
"26258","Patterson Rail Replacement Bus Stop","-37.92450567","145.04065212","","vic:rail:PAT","1","Level 0","Replacement bus"
"26259","Prahran Rail Replacement Bus Stop","-37.85138333","144.98929784","","vic:rail:PRA","1","Level 0","Replacement bus"
"26260","Preston Rail Replacement Bus Stop","-37.73763380","145.00134432","","vic:rail:PRE","1","Level 0","Replacement bus"
"26261","Regent Rail Replacement Bus Stop","-37.73064575","145.00324559","","vic:rail:REG","1","Level 0","Replacement bus"
"26262","Reservoir Rail Replacement Bus Stop","-37.71738150","145.00758378","","vic:rail:RES","1","Level 0","Replacement bus"
"26263","Richmond Rail Replacement Bus Stop","-37.82486644","144.98957471","","vic:rail:RMD","1","Level 0","Replacement bus"
"26264","Ringwood East Rail Replacement Bus Stop","-37.81217896","145.25043584","","vic:rail:RWE","1","Level 0","Replacement bus"
"26265","Ringwood Rail Replacement Bus Stop","-37.81521594","145.22932529","","vic:rail:RWD","1","Level 0","Replacement bus"
"26266","Ripponlea Rail Replacement Bus Stop","-37.87716791","144.99787412","","vic:rail:RIP","1","Level 0","Replacement bus"
"26267","Riversdale Rail Replacement Bus Stop","-37.83291516","145.06988194","","vic:rail:RIV","1","Level 0","Replacement bus"
"26268","Rosanna Rail Replacement Bus Stop","-37.74324842","145.06670945","","vic:rail:ROS","1","Level 0","Replacement bus"
"26270","Royal Park Rail Replacement Bus Stop","-37.78064464","144.95082899","","vic:rail:RPK","1","Level 0","Replacement bus"
"26271","Rushall Rail Replacement Bus Stop","-37.78300395","144.99100486","","vic:rail:RUS","1","Level 0","Replacement bus"
"26272","Ruthven Rail Replacement Bus Stop","-37.70700921","145.00921143","","vic:rail:RUT","1","Level 0","Replacement bus"
"26274","Sandringham Rail Replacement Bus Stop","-37.95021745","145.00429128","","vic:rail:SHM","1","Level 0","Replacement bus"
"26275","Seaford Rail Replacement Bus Stop","-38.10388883","145.12841625","","vic:rail:SEA","1","Level 0","Replacement bus"
"26276","Seaholme Rail Replacement Bus Stop","-37.86764832","144.83873537","","vic:rail:SHE","1","Level 0","Replacement bus"
"26280","South Morang Rail Replacement Bus Stop","-37.64929429","145.06705158","","vic:rail:SMG","1","Level 0","Replacement bus"
"26281","South Yarra Rail Replacement Bus Stop","-37.83911378","144.99219920","","vic:rail:SYR","1","Level 0","Replacement bus"
"26283","Southland Rail Replacement Bus Stop","-37.95709729","145.04856151","","vic:rail:SOU","1","Level 0","Replacement bus"
"26285","Springvale Rail Replacement Bus Stop","-37.94994172","145.15347513","","vic:rail:SPG","1","Level 0","Replacement bus"
"26286","St Albans Rail Replacement Bus Stop","-37.74504345","144.80063518","","vic:rail:SAB","1","Level 0","Replacement bus"
"26289","Sunbury Rail Replacement Bus Stop","-37.57902248","144.72844185","","vic:rail:SUY","1","Level 0","Replacement bus"
"26290","Sunshine Rail Replacement Bus Stop","-37.78904930","144.83284051","","vic:rail:SUN","1","Level 0","Replacement bus"
"26292","Syndal Rail Replacement Bus Stop","-37.87675408","145.14989243","","vic:rail:SYN","1","Level 0","Replacement bus"
"26293","Tecoma Rail Replacement Bus Stop","-37.90634723","145.34264759","","vic:rail:TCM","1","Level 0","Replacement bus"
"26294","Thomastown Rail Replacement Bus Stop","-37.68081669","145.01380120","","vic:rail:TSN","1","Level 0","Replacement bus"
"26295","Thornbury Rail Replacement Bus Stop","-37.75658946","145.00102723","","vic:rail:TBY","1","Level 0","Replacement bus"
"26296","Toorak Rail Replacement Bus Stop","-37.84961831","145.01218938","","vic:rail:TOR","1","Level 0","Replacement bus"
"26298","Tottenham Rail Replacement Bus Stop","-37.79953644","144.86278907","","vic:rail:TOT","1","Level 0","Replacement bus"
"26300","Upfield Rail Replacement Bus Stop","-37.66619995","144.94650984","","vic:rail:UFD","1","Level 0","Replacement bus"
"26301","Upper Ferntree Gully Rail Replacement Bus Stop","-37.89354089","145.31031922","","vic:rail:UFG","1","Level 0","Replacement bus"
"26302","Upwey Rail Replacement Bus Stop","-37.90334862","145.33134109","","vic:rail:UPW","1","Level 0","Replacement bus"
"26303","Victoria Park Rail Replacement Bus Stop","-37.80041390","144.99306592","","vic:rail:VPK","1","Level 0","Replacement bus"
"26304","Watergardens Rail Replacement Bus Stop","-37.70072556","144.77430593","","vic:rail:WGS","1","Level 0","Replacement bus"
"26305","Watsonia Rail Replacement Bus Stop","-37.71091957","145.08420275","","vic:rail:WAT","1","Level 0","Replacement bus"
"26306","Wattle Glen Rail Replacement Bus Stop","-37.66365189","145.18274459","","vic:rail:WTT","1","Level 0","Replacement bus"
"26307","Werribee Rail Replacement Bus Stop","-37.89892435","144.66050692","","vic:rail:WER","1","Level 0","Replacement bus"
"26308","West Footscray Rail Replacement Bus Stop","-37.80231891","144.88412906","","vic:rail:WFY","1","Level 0","Replacement bus"
"26309","West Richmond Rail Replacement Bus Stop","-37.81517687","144.99051919","","vic:rail:WRM","1","Level 0","Replacement bus"
"26310","Westall Rail Replacement Bus Stop","-37.93786371","145.13847296","","vic:rail:WTL","1","Level 0","Replacement bus"
"26312","Westona Rail Replacement Bus Stop","-37.86444176","144.81248051","","vic:rail:WTO","1","Level 0","Replacement bus"
"26313","Williams Landing Rail Replacement Bus Stop","-37.86947592","144.74828641","","vic:rail:WLD","1","Level 0","Replacement bus"
"26315","Williamstown Rail Replacement Bus Stop","-37.86756640","144.90547637","","vic:rail:WIL","1","Level 0","Replacement bus"
"26316","Willison Rail Replacement Bus Stop","-37.83597862","145.07259739","","vic:rail:WSN","1","Level 0","Replacement bus"
"26317","Windsor Rail Replacement Bus Stop","-37.85633067","144.99245954","","vic:rail:WIN","1","Level 0","Replacement bus"
"26319","Yarraville Rail Replacement Bus Stop","-37.81618213","144.88933356","","vic:rail:YVE","1","Level 0","Replacement bus"
"26321","Union Rail Replacement Bus Stop","-37.82593725","145.09684275","","vic:rail:UNN","1","Level 0","Replacement bus"
"26501","Cardinia Road Station","-38.07129736","145.43763126","","vic:rail:CDA","1","Level 0","1"
"26502","Cardinia Road Station","-38.07119856","145.43765616","","vic:rail:CDA","1","Level 0","2"
"26503","Coolaroo Station","-37.66153357","144.92601811","","vic:rail:CLO","1","Level 0","1"
"26504","Coolaroo Station","-37.66128878","144.92593424","","vic:rail:CLO","1","Level 0","2"
"26505","Diggers Rest Station","-37.62763267","144.72009623","","vic:rail:DRT","1","Level 0","1"
"26506","East Pakenham Station","-38.08430484","145.50648448","","vic:rail:EPH","1","Level 0","1"
"26507","East Pakenham Station","-38.08424220","145.50651996","","vic:rail:EPH","1","Level 0","2"
"26508","Footscray Station","-37.80171835","144.90244301","","vic:rail:FSY","1","Level 0","5"
"26509","Footscray Station","-37.80188848","144.90238141","","vic:rail:FSY","1","Level 0","6"
"26510","Frankston Station","-38.14263048","145.12621712","","vic:rail:FKN","1","Level 1","3"
"26511","Hawkstowe Station","-37.62289600","145.09743269","","vic:rail:HWS","1","Level 1","1"
"26512","Hawkstowe Station","-37.62289454","145.09734208","","vic:rail:HWS","1","Level 1","2"
"26513","Laverton Station","-37.86391788","144.77206432","","vic:rail:LAV","1","Level 0","3"
"26514","Lynbrook Station","-38.05718735","145.24923319","","vic:rail:LBK","1","Level 0","1"
"26515","Lynbrook Station","-38.05713534","145.24937120","","vic:rail:LBK","1","Level 0","2"
"26516","Merinda Park Station","-38.07934701","145.26378820","","vic:rail:MPK","1","Level 0","2"
"26517","Mernda Station","-37.60231503","145.10097021","","vic:rail:MDD","1","Level 1","1"
"26518","Mernda Station","-37.60230511","145.10091382","","vic:rail:MDD","1","Level 1","2"
"26519","Middle Gorge Station","-37.64380519","145.09246787","","vic:rail:MMR","1","Level 0","1"
"26520","Middle Gorge Station","-37.64382965","145.09230857","","vic:rail:MMR","1","Level 1","2"
"26521","Montmorency Station","-37.71518163","145.12111023","","vic:rail:MMY","1","Level 0","2"
"26522","South Morang Station","-37.64907911","145.06766922","","vic:rail:SMG","1","Level -1","1"
"26523","South Morang Station","-37.64901587","145.06765952","","vic:rail:SMG","1","Level -1","2"
"26527","Southland Station","-37.95912748","145.04925898","","vic:rail:SOU","1","Level 0","1"
"26528","Southland Station","-37.95894751","145.04927513","","vic:rail:SOU","1","Level 0","2"
"26529","Sunbury Station","-37.57922070","144.72797158","","vic:rail:SUY","1","Level 0","1"
"26530","Sunshine Station","-37.78827451","144.83285179","","vic:rail:SUN","1","Level 0","1"
"26531","Sunshine Station","-37.78833609","144.83277050","","vic:rail:SUN","1","Level 0","2"
"26532","Sunshine Station","-37.78837904","144.83265570","","vic:rail:SUN","1","Level 0","3"
"26533","Sunshine Station","-37.78835810","144.83249733","","vic:rail:SUN","1","Level 0","4"
"26534","Thomastown Station","-37.68031068","145.01425692","","vic:rail:TSN","1","Level 0","2"
"26535","Union Station","-37.82247773","145.10137376","","vic:rail:UNN","1","Level 0","1"
"26536","Union Station","-37.82245015","145.10134039","","vic:rail:UNN","1","Level 0","2"
"26537","Union Station","-37.82236780","145.10126297","","vic:rail:UNN","1","Level 0","3"
"26538","West Footscray Station","-37.80175296","144.88322526","","vic:rail:WFY","1","Level 0","3"
"26539","Westall Station","-37.93785020","145.13818883","","vic:rail:WTL","1","Level 1","3"
"26540","Williams Landing Station","-37.87023584","144.74655812","","vic:rail:WLD","1","Level 0","1"
"26541","Williams Landing Station","-37.87028174","144.74660219","","vic:rail:WLD","1","Level 0","2"
"26548","Arden Station","-37.80151139","144.93972400","","vic:rail:ARN","1","Level -2","1"
"26549","Arden Station","-37.80137568","144.93969369","","vic:rail:ARN","1","Level -2","2"
"26550","Parkville Station","-37.79990399","144.95920091","","vic:rail:PKV","1","Level -2","1"
"26551","Parkville Station","-37.79981411","144.95921474","","vic:rail:PKV","1","Level -2","2"
"26552","State Library Station","-37.80823559","144.96311741","","vic:rail:STL","1","Level -3","1"
"26553","State Library Station","-37.80817529","144.96327809","","vic:rail:STL","1","Level -3","2"
"26554","Town Hall Station","-37.81608419","144.96672993","","vic:rail:THL","1","Level -4","1"
"26555","Town Hall Station","-37.81604190","144.96689012","","vic:rail:THL","1","Level -4","2"
"26556","Anzac Station","-37.83313872","144.97272697","","vic:rail:AZC","1","Level -2","1"
"26557","Anzac Station","-37.83305060","144.97284300","","vic:rail:AZC","1","Level -2","2"
"3236","Bittern Station","-38.33714729","145.17804406","","vic:rail:BIT","1","Level 0","1"
"3580","Hastings Station","-38.30555944","145.18598235","","vic:rail:HST","1","Level 0","1"
"40218","Roxburgh Park Station","-37.63798939","144.93548970","","vic:rail:RXP","1","Level 0","1"
"40219","Roxburgh Park Station","-37.63802423","144.93542074","","vic:rail:RXP","1","Level 0","2"
"4318","Tyabb Station","-38.25974029","145.18623113","","vic:rail:TAB","1","Level 0","1"
"5082","Somerville Station","-38.22543328","145.17632260","","vic:rail:SVE","1","Level 0","1"
"5701","Baxter Station","-38.19405207","145.16052586","","vic:rail:BXR","1","Level 0","1"
"5804","Gardiner Station","-37.85279825","145.05091719","","vic:rail:GAR","1","Level 0","2"
"5966","Glen Iris Station","-37.85924349","145.05811294","","vic:rail:GIR","1","Level 0","1"
"615","Crib Point Station","-38.36577547","145.20368566","","vic:rail:CPT","1","Level 0","1"
"7878","Leawarra Station","-38.15206211","145.13960172","","vic:rail:LWA","1","Level 0","1"
"8266","Glen Iris Station","-37.85919938","145.05817093","","vic:rail:GIR","1","Level 0","2"
"8272","Darling Station","-37.86894634","145.06286016","","vic:rail:DLG","1","Level 0","1"
"8691","Darling Station","-37.86892119","145.06297450","","vic:rail:DLG","1","Level 0","2"
"8705","East Malvern Station","-37.87688031","145.06911007","","vic:rail:EMV","1","Level 0","1"
"8718","East Malvern Station","-37.87684727","145.06929284","","vic:rail:EMV","1","Level 0","2"
"8763","Holmesglen Station","-37.87461617","145.08996300","","vic:rail:HOL","1","Level 0","1"
"8766","Holmesglen Station","-37.87456231","145.08997576","","vic:rail:HOL","1","Level 0","2"
"88","Stony Point Station","-38.37405575","145.22133817","","vic:rail:STY","1","Level 0","1"
"vic:rail:ACF","Aircraft Railway Station","-37.86660595","144.76080944","1","","1","",""
"vic:rail:ALB","Albion Railway Station","-37.77765281","144.82470361","1","","1","",""
"vic:rail:ALM","Alamein Railway Station","-37.86832039","145.07965567","1","","1","",""
"vic:rail:ALM_ConX","Connex","-37.86832039","145.07965567","","vic:rail:ALM","","Level 0",""
"vic:rail:ALM_EN1","Ashburn Gr","-37.86811617","145.07984286","2","vic:rail:ALM","1","Level 0",""
"vic:rail:ALP","Alphington Railway Station","-37.77839363","145.03125493","1","","1","",""
"vic:rail:ALT","Altona Railway Station","-37.86714760","144.82964474","1","","1","",""
"vic:rail:ARM","Armadale Railway Station","-37.85645238","145.01932554","1","","1","",""
"vic:rail:ARN","Arden Railway Station","-37.80122194","144.94120851","1","","1","",""
"vic:rail:ARN_DP1","Decision point 1","-37.80110564","144.94125716","3","vic:rail:ARN","","Level 0",""
"vic:rail:ARN_DP2","Decision point 2","-37.80123281","144.94079934","3","vic:rail:ARN","","Level -1",""
"vic:rail:ARN_DP3","Decision point 3","-37.80139965","144.94003375","3","vic:rail:ARN","","Level -1",""
"vic:rail:ARN_EN1","Laurens St","-37.80107199","144.94139439","2","vic:rail:ARN","1","Level 0",""
"vic:rail:ARN_LI1","Lift 1","-37.80104080","144.94115675","3","vic:rail:ARN","","Level 0",""
"vic:rail:ARN_LI2","Lift 2","-37.80137601","144.94022749","3","vic:rail:ARN","","Level -1",""
"vic:rail:ASH","Ashburton Railway Station","-37.86196753","145.08134376","1","","1","",""
"vic:rail:ASP","Aspendale Railway Station","-38.02722019","145.10214962","1","","1","",""
"vic:rail:ASP_ConX","Connex","-38.02722019","145.10214962","","vic:rail:ASP","","Level 0",""
"vic:rail:ASP_EN1","Nepean Hwy","-38.02736303","145.10206618","2","vic:rail:ASP","1","Level 0",""
"vic:rail:ASP_EN2","Station St","-38.02737627","145.10232787","2","vic:rail:ASP","1","Level 0",""
"vic:rail:ASP_EN3","Station St","-38.02706706","145.10215357","2","vic:rail:ASP","1","Level 0",""
"vic:rail:ASP_PR1","Park & Ride","-38.02676741","145.10201320","3","vic:rail:ASP","","Level 0",""
"vic:rail:ASV","Ascot Vale Railway Station","-37.77530609","144.92182074","1","","1","",""
"vic:rail:ASY","Anstey Railway Station","-37.76124203","144.96068404","1","","1","",""
"vic:rail:AUB","Auburn Railway Station","-37.82239831","145.04584366","1","","1","",""
"vic:rail:AZC","Anzac Railway Station","-37.83331103","144.97279042","1","","1","",""
"vic:rail:AZC_CN1","Outer Concourse A","-37.83320862","144.97260007","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_CN2","Outer Concourse B","-37.83298441","144.97266302","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_CN3","Inner Concourse A","-37.83314968","144.97284029","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_DP1","Decision point 1","-37.83280524","144.97272473","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_DP2","Decision point 2","-37.83360319","144.97248700","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_EN1","St Kilda Rd North","-37.83309584","144.97233046","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_EN2","St Kilda Rd South","-37.83341031","144.97279907","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_EN3","Albert Rd","-37.83342657","144.97217369","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_EN4","Domain Rd","-37.83276705","144.97312346","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI1","St Kilda Rd North","-37.83325151","144.97247391","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI2","St Kilda Rd South","-37.83336273","144.97265266","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI3","Albert Rd","-37.83369288","144.97246182","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI4","Domain Rd","-37.83269774","144.97276176","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI5","Lift 5","-37.83332434","144.97304003","3","vic:rail:AZC","","Level -1",""
"vic:rail:BAT","Batman Railway Station","-37.73352285","144.96284055","1","","1","",""
"vic:rail:BAY","Bayswater Railway Station","-37.84173004","145.26813639","1","","1","",""
"vic:rail:BBH","Brighton Beach Railway Station","-37.92648432","144.98915355","1","","1","",""
"vic:rail:BBN","Blackburn Railway Station","-37.82007075","145.15001354","1","","1","",""
"vic:rail:BBN_BR1","Bike & Ride","-37.82035955","145.15004041","3","vic:rail:BBN","","Level 0",""
"vic:rail:BBN_ConX","Connex","-37.82007075","145.15001354","","vic:rail:BBN","","Level 0",""
"vic:rail:BBN_DP1","Decision point 1","-37.82029854","145.15074630","3","vic:rail:BBN","","Level -1",""
"vic:rail:BBN_DP2","Decision point 2","-37.82029462","145.15049646","3","vic:rail:BBN","","Level -2",""
"vic:rail:BBN_DP3","Decision point 3","-37.82015949","145.15049984","3","vic:rail:BBN","","Level -2",""
"vic:rail:BBN_DP4","Decision point 4","-37.82000653","145.15051502","3","vic:rail:BBN","","Level -2",""
"vic:rail:BBN_DP5","Decision point 5","-37.81993464","145.15052817","3","vic:rail:BBN","","Level -1",""
"vic:rail:BBN_EN1","South Pde","-37.82039389","145.15050535","2","vic:rail:BBN","1","Level 0",""
"vic:rail:BBN_EN2","South Pde","-37.82031852","145.15087077","2","vic:rail:BBN","1","Level 0",""
"vic:rail:BBN_EN3","Railway Rd","-37.81995381","145.15002782","2","vic:rail:BBN","1","Level 0",""
"vic:rail:BBN_EN4","Railway Rd","-37.81993723","145.15011912","2","vic:rail:BBN","1","Level 0",""
"vic:rail:BBN_EN5","Railway Rd","-37.81997228","145.15062948","2","vic:rail:BBN","1","Level 0",""
"vic:rail:BBN_LI1","Lift 1","-37.82016056","145.15056797","","vic:rail:BBN","","Level -2",""
"vic:rail:BBN_LI2","Lift 2","-37.81999877","145.15059473","3","vic:rail:BBN","","Level 0",""
"vic:rail:BBN_PR1","Park & Ride 1","-37.81996130","145.14935736","3","vic:rail:BBN","","Level 0",""
"vic:rail:BBN_PR2","Park & Ride 2","-37.81999537","145.15152639","3","vic:rail:BBN","","Level 0",""
"vic:rail:BBN_TX1","Taxi Zone","-37.82035437","145.15200595","3","vic:rail:BBN","","Level 0",""
"vic:rail:BCV","Balaclava Railway Station","-37.86948773","144.99351210","1","","1","",""
"vic:rail:BCV_ConX","Connex","-37.86948773","144.99351210","","vic:rail:BCV","","Level 0",""
"vic:rail:BCV_DP1","Decision Point 1","-37.86901856","144.99347936","3","vic:rail:BCV","","Level 1",""
"vic:rail:BCV_DP2","Decision Point 2","-37.86939078","144.99363978","3","vic:rail:BCV","","Level 1",""
"vic:rail:BCV_EN1","Balaclava Walk","-37.86896432","144.99346946","2","vic:rail:BCV","1","Level 0",""
"vic:rail:BCV_EN2","Balaclava Walk","-37.86915290","144.99343024","2","vic:rail:BCV","1","Level 0",""
"vic:rail:BCV_EN3","Carlisle St","-37.86928365","144.99369952","2","vic:rail:BCV","1","Level 0",""
"vic:rail:BCV_EN4","Carlisle St","-37.86925663","144.99370026","2","vic:rail:BCV","1","Level 0",""
"vic:rail:BEG","Belgrave Railway Station","-37.90910210","145.35529128","1","","1","",""
"vic:rail:BEL","Bell Railway Station","-37.74556212","145.00015503","1","","1","",""
"vic:rail:BEL_BR1","Bike & Ride","-37.74613901","145.00016220","3","vic:rail:BEL","","Level 0",""
"vic:rail:BEL_CN1","Concourse","-37.74594237","145.00025829","3","vic:rail:BEL","","Level 0",""
"vic:rail:BEL_EN1","Bell St","-37.74575360","145.00028607","2","vic:rail:BEL","1","Level 0",""
"vic:rail:BEL_EN2","Railway Pl","-37.74612214","145.00023075","2","vic:rail:BEL","1","Level 0",""
"vic:rail:BEL_PR1","Park & Ride","-37.74687841","145.00018769","3","vic:rail:BEL","","Level 0",""
"vic:rail:BEN","Bentleigh Railway Station","-37.91742457","145.03699513","1","","1","",""
"vic:rail:BEW","Berwick Railway Station","-38.03998037","145.34541666","1","","1","",""
"vic:rail:BFD","Beaconsfield Railway Station","-38.05083135","145.36607374","1","","1","",""
"vic:rail:BIT","Bittern Railway Station","-38.33739032","145.17802653","1","","1","",""
"vic:rail:BLY","Burnley Railway Station","-37.82756022","145.00755515","1","","1","",""
"vic:rail:BLY_ConX","Connex","-37.82756022","145.00755515","","vic:rail:BLY","","Level 0",""
"vic:rail:BLY_DP1","Decision point 1","-37.82787988","145.00727387","3","vic:rail:BLY","","Level -1",""
"vic:rail:BLY_DP2","Decision point 2","-37.82759872","145.00716782","3","vic:rail:BLY","","Level -1",""
